stage,variable,center,metric,delta,lo,hi,n_target,n_pre,finite_draw_fraction
close-to-peak,log_sigma_star,8.625,SII_SUM,-0.22404506409768743,-0.4160639157080442,0.09960066612400252,5,6,1.0
close-to-peak,log_sigma_star,8.625,F_ND,-0.08578213953263814,-1.8336453457928128,0.32121401280969586,5,7,0.9197
close-to-peak,log_sigma_star,8.875,O,0.07314667798276775,-0.09699458264317286,0.26226275069122257,5,6,1.0
close-to-peak,log_sigma_star,8.875,I,-0.18904407154772485,-0.4249106678683769,-0.007823327790792235,5,5,1.0
close-to-peak,log_sigma_star,8.875,T,-0.11589739356495721,-0.43207071659666985,0.16020142005384025,5,6,1.0
close-to-peak,log_sigma_star,8.875,F_SF,0.07314667798276775,-0.09699458264317286,0.26226275069122257,5,6,1.0
close-to-peak,log_sigma_star,8.875,F_NSF,-0.07347152574822313,-0.24390956630012423,0.10193959039072789,5,6,0.9999
close-to-peak,log_sigma_star,8.875,I_NSF,-0.2274742593393384,-0.6360156249319974,0.19898550339438806,4,6,0.9999
close-to-peak,log_sigma_star,8.875,J_NSF,-0.23872806323086593,-0.5729632647119405,0.18509314010228642,5,6,0.9999
close-to-peak,log_sigma_star,8.875,HA6562,-0.21838686636662175,-0.6278272253021914,0.21600800841357426,4,6,0.9999
close-to-peak,log_sigma_star,8.875,HB4861,-0.21837497278371387,-0.6278071945758381,0.2160105185701795,4,6,0.9999
close-to-peak,log_sigma_star,8.875,OIII5006,-0.6595665172267289,-0.9274907170437047,-0.01034816933529591,4,6,0.9999
close-to-peak,log_sigma_star,8.875,NII6583,-0.11842137070186709,-0.406762347542128,0.11853671369356102,4,6,0.9999
close-to-peak,log_sigma_star,8.875,SII_SUM,-0.2205666347681472,-0.5094720320513568,0.19051971963582018,4,6,0.9999
close-to-peak,log_sigma_star,8.875,F_ND,-0.05313274957879033,-0.5080452974267602,0.29434182112249774,5,6,0.901
close-to-peak,log_sigma_star,9.125,O,-0.17101121724495782,-0.36147794106417647,0.010019984267601562,4,6,0.9999
close-to-peak,log_sigma_star,9.125,I,-0.1732486519804579,-0.3488185663797025,-0.003161518310185611,4,5,0.9999
close-to-peak,log_sigma_star,9.125,T,-0.34425986922541585,-0.5871654426215237,-0.11309723544791671,4,6,0.9999
close-to-peak,log_sigma_star,9.125,F_SF,-0.17101121724495782,-0.36147794106417647,0.010019984267601562,4,6,0.9999
close-to-peak,log_sigma_star,9.125,F_NSF,0.11208527801672144,-0.011781655321803497,0.2623372518861968,4,6,0.9999
close-to-peak,log_sigma_star,9.125,I_NSF,-0.21090003889624143,-0.5299406704334145,0.11358814695421546,4,6,0.9999
close-to-peak,log_sigma_star,9.125,J_NSF,-0.04834657133751108,-0.4077422803668381,0.30389217875982183,4,6,0.9999
close-to-peak,log_sigma_star,9.125,HA6562,-0.20802240480707468,-0.527583948233646,0.12032183055075987,4,6,0.9999
close-to-peak,log_sigma_star,9.125,HB4861,-0.20801710971532827,-0.5275789799827103,0.12032985777844855,4,6,0.9999
close-to-peak,log_sigma_star,9.125,OIII5006,-0.7028840687059983,-0.9759548216654821,0.004340758893426634,4,6,0.9999
