log_Sigma_M,log_Sigma_SFR,O_H,Delta_log_Sigma_SFR,Delta_O_H
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.737729528077601,-3.4775735438785076,8.564574381090573,-0.9550879189261106,0.023794719687572297
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
7.6513604182108015,-3.4639370463597747,8.464805525126355,-0.9414514214073777,-0.07597413627664551
