stage,variable,center,metric,delta,lo,hi,n_target,n_pre,finite_draw_fraction
post-peak,radius_re,1.625,J_NSF,-0.43931065160953153,-0.8793821312384205,0.011567443359326942,12,7,1.0
post-peak,radius_re,1.625,HA6562,-0.3393035349067901,-0.4789496264198482,-0.19090753934708427,5,6,0.9979
post-peak,radius_re,1.625,HB4861,-0.33852108516220625,-0.47824118374752544,-0.19007635858986316,5,6,0.9979
post-peak,radius_re,1.625,OIII5006,-0.010099065775072802,-0.22307992353199524,0.17916450167469952,5,6,0.9979
post-peak,radius_re,1.625,NII6583,-0.02332416204154697,-0.1697705806998991,0.13181991223475337,5,6,0.9979
post-peak,radius_re,1.625,SII_SUM,-0.28011873755880856,-0.4508490934876207,-0.13272473169560328,5,6,0.9979
post-peak,radius_re,1.625,F_ND,0.395941203664632,0.22580571056447724,0.6569983566021637,12,7,1.0
post-peak,radius_re,1.875,O,-1.2820617886920176,-1.6359850134028109,-1.0272415335945535,10,6,0.9978
post-peak,radius_re,1.875,I,-0.2400660658590723,-0.4642520483038159,0.3436395501441258,5,5,0.9978
post-peak,radius_re,1.875,T,-1.5221278545510901,-1.9497048967790338,-0.8086000388777252,10,6,0.9978
post-peak,radius_re,1.875,F_SF,-1.2820617886920176,-1.6359850134028109,-1.0272415335945535,10,6,0.9978
post-peak,radius_re,1.875,F_NSF,-0.20450457244056885,-0.5300931135369025,0.09406929226892044,10,6,0.9964
post-peak,radius_re,1.875,I_NSF,-0.49589066365687984,-0.6924882496004529,-0.28541843999673094,6,4,0.9961
post-peak,radius_re,1.875,J_NSF,-0.5614229332401806,-0.9975326794045003,-0.024804465480045508,10,6,0.9964
post-peak,radius_re,1.875,HA6562,-0.36319876566547293,-0.47426162991903426,-0.23360531222320308,4,4,0.986
post-peak,radius_re,1.875,HB4861,-0.361355967713763,-0.47235262242182247,-0.23213615613046798,4,4,0.986
post-peak,radius_re,1.875,OIII5006,-0.15006307043727674,-0.3414146986848982,0.028861044670897222,4,4,0.986
post-peak,radius_re,1.875,NII6583,-0.013278851576444595,-0.1421041448443387,0.13946763117546368,4,4,0.986
post-peak,radius_re,1.875,SII_SUM,-0.321665825859327,-0.4632562204731485,-0.18808214338586088,4,4,0.986
post-peak,radius_re,1.875,F_ND,0.3075488901379721,0.14458960272796356,0.5423841351428454,10,6,0.9997
post-peak,radius_re,2.125,O,-1.7067963285829575,-2.2409789266309046,-1.3365523223965092,7,4,0.9622
post-peak,radius_re,2.125,I,-0.32030303215618305,-0.6256394266221457,0.2665629981526565,3,4,0.9622
post-peak,radius_re,2.125,T,-2.0270993607391405,-2.4494129365957056,-1.2156599835611228,7,4,0.9622
post-peak,radius_re,2.125,F_SF,-1.7067963285829575,-2.2409789266309046,-1.3365523223965092,7,4,0.9622
post-peak,radius_re,2.125,F_NSF,-0.40135378895575696,-0.7586828604861329,-0.10786327977981724,7,4,0.9876
post-peak,radius_re,2.125,I_NSF,-0.5633075260375051,-0.746605760845533,-0.3898840974307731,4,4,0.9876
post-peak,radius_re,2.125,J_NSF,-0.7780402593644382,-1.1896412341803568,-0.3992778806455348,7,4,0.9876
post-peak,radius_re,2.125,HA6562,-0.39540555281750045,-0.6157352099249778,-0.1764064732920749,3,4,0.9622
post-peak,radius_re,2.125,HB4861,-0.3924532069850386,-0.6082217347874469,-0.17462237278165788,3,4,0.9622
post-peak,radius_re,2.125,OIII5006,-0.2762666743674771,-0.4032633567277486,-0.13704232149546908,3,4,0.9622
post-peak,radius_re,2.125,NII6583,-0.10618133967466292,-0.2777644008266554,0.13121544737969515,3,4,0.9622
post-peak,radius_re,2.125,SII_SUM,-0.3820987738840316,-0.5256824682244101,-0.23222797152891417,3,4,0.9622
post-peak,radius_re,2.125,F_ND,0.5265553355151258,0.27588908433949977,1.2016221464825365,7,4,0.9749
post-peak,radius_re,2.375,O,-1.2995015869158775,-1.4497077110175147,-0.6118270292896446,5,4,0.6354
post-peak,radius_re,2.375,I,-1.272728334145847,-1.3379200195938101,-0.19608223981069894,1,3,0.6354
post-peak,radius_re,2.375,T,-2.5722299210617248,-2.7704116571709343,-0.8271538276194123,5,4,0.6354
post-peak,radius_re,2.375,F_SF,-1.2995015869158775,-1.4497077110175147,-0.6118270292896446,5,4,0.6354
post-peak,radius_re,2.375,F_NSF,-0.4478108309259129,-0.8128950764505389,-0.17085901411051427,5,4,0.9682
post-peak,radius_re,2.375,I_NSF,-0.54522663999402,-0.7530904508304985,-0.29024851158202836,4,3,0.9682
post-peak,radius_re,2.375,J_NSF,-0.8642194884640304,-1.3542574875488569,-0.5200846203837127,5,4,0.9682
post-peak,radius_re,2.375,HA6562,-0.7064772608548893,-0.9362815890522924,-0.4398511293294334,2,2,0.7988
post-peak,radius_re,2.375,HB4861,-0.6974080466277854,-0.9111649182290975,-0.43763954967668184,2,2,0.7988
post-peak,radius_re,2.375,OIII5006,-0.4324452966995551,-0.6004072264581524,-0.2491907284751278,2,2,0.7988
post-peak,radius_re,2.375,NII6583,-0.2683192335603479,-0.47992327662170453,0.1385339871655873,2,2,0.7988
post-peak,radius_re,2.375,SII_SUM,-0.4907151948726849,-0.7170837931696852,-0.30266604748064196,2,2,0.7988
post-peak,radius_re,2.375,F_ND,0.4305259131143336,0.19068723882200506,1.055957251940219,5,4,0.9731
