stage,variable,bin_left,bin_right,center,category,line,N_gal_support,mean_line_surface,in_fixed_reliable_range
post-peak,radius_re,4.5,4.75,4.625,NSF,HB4861,0,,False
post-peak,radius_re,4.75,5.0,4.875,SF,HA6562,0,,False
post-peak,radius_re,4.75,5.0,4.875,SF,OIII5006,0,,False
post-peak,radius_re,4.75,5.0,4.875,SF,NII6583,0,,False
post-peak,radius_re,4.75,5.0,4.875,SF,SII_SUM,0,,False
post-peak,radius_re,4.75,5.0,4.875,SF,HB4861,0,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,HA6562,0,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,OIII5006,0,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,NII6583,0,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,SII_SUM,0,,False
post-peak,radius_re,4.75,5.0,4.875,NSF,HB4861,0,,False
post-peak,radius_re,5.0,5.25,5.125,SF,HA6562,0,,False
post-peak,radius_re,5.0,5.25,5.125,SF,OIII5006,0,,False
post-peak,radius_re,5.0,5.25,5.125,SF,NII6583,0,,False
post-peak,radius_re,5.0,5.25,5.125,SF,SII_SUM,0,,False
post-peak,radius_re,5.0,5.25,5.125,SF,HB4861,0,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,HA6562,0,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,OIII5006,0,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,NII6583,0,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,SII_SUM,0,,False
post-peak,radius_re,5.0,5.25,5.125,NSF,HB4861,0,,False
post-peak,radius_re,5.25,5.5,5.375,SF,HA6562,0,,False
post-peak,radius_re,5.25,5.5,5.375,SF,OIII5006,0,,False
post-peak,radius_re,5.25,5.5,5.375,SF,NII6583,0,,False
post-peak,radius_re,5.25,5.5,5.375,SF,SII_SUM,0,,False
post-peak,radius_re,5.25,5.5,5.375,SF,HB4861,0,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,HA6562,0,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,OIII5006,0,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,NII6583,0,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,SII_SUM,0,,False
post-peak,radius_re,5.25,5.5,5.375,NSF,HB4861,0,,False
post-peak,radius_re,5.5,5.75,5.625,SF,HA6562,0,,False
post-peak,radius_re,5.5,5.75,5.625,SF,OIII5006,0,,False
post-peak,radius_re,5.5,5.75,5.625,SF,NII6583,0,,False
post-peak,radius_re,5.5,5.75,5.625,SF,SII_SUM,0,,False
post-peak,radius_re,5.5,5.75,5.625,SF,HB4861,0,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,HA6562,0,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,OIII5006,0,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,NII6583,0,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,SII_SUM,0,,False
post-peak,radius_re,5.5,5.75,5.625,NSF,HB4861,0,,False
post-peak,radius_re,5.75,6.0,5.875,SF,HA6562,0,,False
post-peak,radius_re,5.75,6.0,5.875,SF,OIII5006,0,,False
post-peak,radius_re,5.75,6.0,5.875,SF,NII6583,0,,False
post-peak,radius_re,5.75,6.0,5.875,SF,SII_SUM,0,,False
post-peak,radius_re,5.75,6.0,5.875,SF,HB4861,0,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,HA6562,0,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,OIII5006,0,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,NII6583,0,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,SII_SUM,0,,False
post-peak,radius_re,5.75,6.0,5.875,NSF,HB4861,0,,False
post-peak,radius_re,6.0,6.25,6.125,SF,HA6562,0,,False
post-peak,radius_re,6.0,6.25,6.125,SF,OIII5006,0,,False
post-peak,radius_re,6.0,6.25,6.125,SF,NII6583,0,,False
post-peak,radius_re,6.0,6.25,6.125,SF,SII_SUM,0,,False
post-peak,radius_re,6.0,6.25,6.125,SF,HB4861,0,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,HA6562,0,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,OIII5006,0,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,NII6583,0,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,SII_SUM,0,,False
post-peak,radius_re,6.0,6.25,6.125,NSF,HB4861,0,,False
post-peak,radius_re,6.25,6.5,6.375,SF,HA6562,0,,False
post-peak,radius_re,6.25,6.5,6.375,SF,OIII5006,0,,False
post-peak,radius_re,6.25,6.5,6.375,SF,NII6583,0,,False
post-peak,radius_re,6.25,6.5,6.375,SF,SII_SUM,0,,False
post-peak,radius_re,6.25,6.5,6.375,SF,HB4861,0,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,HA6562,0,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,OIII5006,0,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,NII6583,0,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,SII_SUM,0,,False
post-peak,radius_re,6.25,6.5,6.375,NSF,HB4861,0,,False
post-peak,radius_re,6.5,6.75,6.625,SF,HA6562,0,,False
post-peak,radius_re,6.5,6.75,6.625,SF,OIII5006,0,,False
post-peak,radius_re,6.5,6.75,6.625,SF,NII6583,0,,False
post-peak,radius_re,6.5,6.75,6.625,SF,SII_SUM,0,,False
post-peak,radius_re,6.5,6.75,6.625,SF,HB4861,0,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,HA6562,0,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,OIII5006,0,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,NII6583,0,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,SII_SUM,0,,False
post-peak,radius_re,6.5,6.75,6.625,NSF,HB4861,0,,False
post-peak,radius_re,6.75,7.0,6.875,SF,HA6562,0,,False
post-peak,radius_re,6.75,7.0,6.875,SF,OIII5006,0,,False
post-peak,radius_re,6.75,7.0,6.875,SF,NII6583,0,,False
post-peak,radius_re,6.75,7.0,6.875,SF,SII_SUM,0,,False
post-peak,radius_re,6.75,7.0,6.875,SF,HB4861,0,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,HA6562,0,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,OIII5006,0,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,NII6583,0,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,SII_SUM,0,,False
post-peak,radius_re,6.75,7.0,6.875,NSF,HB4861,0,,False
post-peak,radius_re,7.0,7.25,7.125,SF,HA6562,0,,False
post-peak,radius_re,7.0,7.25,7.125,SF,OIII5006,0,,False
post-peak,radius_re,7.0,7.25,7.125,SF,NII6583,0,,False
post-peak,radius_re,7.0,7.25,7.125,SF,SII_SUM,0,,False
post-peak,radius_re,7.0,7.25,7.125,SF,HB4861,0,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,HA6562,0,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,OIII5006,0,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,NII6583,0,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,SII_SUM,0,,False
post-peak,radius_re,7.0,7.25,7.125,NSF,HB4861,0,,False
post-peak,radius_re,7.25,7.5,7.375,SF,HA6562,0,,False
post-peak,radius_re,7.25,7.5,7.375,SF,OIII5006,0,,False
post-peak,radius_re,7.25,7.5,7.375,SF,NII6583,0,,False
post-peak,radius_re,7.25,7.5,7.375,SF,SII_SUM,0,,False
post-peak,radius_re,7.25,7.5,7.375,SF,HB4861,0,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,HA6562,0,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,OIII5006,0,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,NII6583,0,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,SII_SUM,0,,False
post-peak,radius_re,7.25,7.5,7.375,NSF,HB4861,0,,False
post-peak,radius_re,7.5,7.75,7.625,SF,HA6562,0,,False
post-peak,radius_re,7.5,7.75,7.625,SF,OIII5006,0,,False
post-peak,radius_re,7.5,7.75,7.625,SF,NII6583,0,,False
post-peak,radius_re,7.5,7.75,7.625,SF,SII_SUM,0,,False
post-peak,radius_re,7.5,7.75,7.625,SF,HB4861,0,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,HA6562,0,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,OIII5006,0,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,NII6583,0,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,SII_SUM,0,,False
post-peak,radius_re,7.5,7.75,7.625,NSF,HB4861,0,,False
post-peak,radius_re,7.75,8.0,7.875,SF,HA6562,0,,False
post-peak,radius_re,7.75,8.0,7.875,SF,OIII5006,0,,False
post-peak,radius_re,7.75,8.0,7.875,SF,NII6583,0,,False
post-peak,radius_re,7.75,8.0,7.875,SF,SII_SUM,0,,False
post-peak,radius_re,7.75,8.0,7.875,SF,HB4861,0,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,HA6562,0,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,OIII5006,0,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,NII6583,0,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,SII_SUM,0,,False
post-peak,radius_re,7.75,8.0,7.875,NSF,HB4861,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,HA6562,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,OIII5006,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,NII6583,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,SF,HB4861,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,HA6562,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,NII6583,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,5.75,6.0,5.875,NSF,HB4861,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,HA6562,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,OIII5006,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,NII6583,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,SF,HB4861,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,HA6562,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,NII6583,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,6.0,6.25,6.125,NSF,HB4861,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,HA6562,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,OIII5006,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,NII6583,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,SF,HB4861,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,HA6562,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,NII6583,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,6.25,6.5,6.375,NSF,HB4861,0,,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,HA6562,2,7.55661718667052e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,OIII5006,2,1.8187244012495995e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,NII6583,2,1.936911817493974e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,SII_SUM,2,3.43110870980057e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,SF,HB4861,2,2.6421738414931854e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,HA6562,1,1.4079691628619255e+38,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,OIII5006,1,5.132312113386051e+37,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,NII6583,1,2.1895067156801235e+37,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,SII_SUM,1,9.525148858191763e+37,False
pre-peak,log_sigma_star,6.5,6.75,6.625,NSF,HB4861,1,4.961855515476056e+37,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,HA6562,2,9.594741881982625e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,OIII5006,2,1.9750532248990377e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,NII6583,2,2.9180440829346835e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,SII_SUM,2,3.461035446191497e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,SF,HB4861,2,3.354804853840075e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,HA6562,2,2.2000425202140557e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,OIII5006,2,7.207027611396896e+37,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,NII6583,2,7.936412544183396e+37,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,SII_SUM,2,1.2524174840456704e+38,False
pre-peak,log_sigma_star,6.75,7.0,6.875,NSF,HB4861,2,7.692456364384799e+37,False
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,HA6562,4,9.603640333524276e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,OIII5006,4,1.5608535598311538e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,NII6583,4,2.9008255968374146e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,SII_SUM,4,3.786769523135561e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,SF,HB4861,4,3.3579196704267464e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,HA6562,4,2.6407301757748675e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,OIII5006,4,8.492633371168089e+37,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,NII6583,4,8.657297130154473e+37,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,SII_SUM,4,1.384206823122582e+38,True
pre-peak,log_sigma_star,7.0,7.25,7.125,NSF,HB4861,4,9.233373034035084e+37,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,HA6562,7,1.500419447782399e+39,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,OIII5006,7,2.3178826984924256e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,NII6583,7,4.398323750851303e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,SII_SUM,7,4.6640569704647926e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,SF,HB4861,7,5.2462271476460005e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,HA6562,7,3.433603295719311e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,OIII5006,7,1.0060500220032245e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,NII6583,7,1.2304054602967751e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,SII_SUM,7,1.8026018361390172e+38,True
pre-peak,log_sigma_star,7.25,7.5,7.375,NSF,HB4861,7,1.2006707767119423e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,HA6562,8,1.9142147600247596e+39,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,OIII5006,8,3.382201262735304e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,NII6583,8,5.569332072875688e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,SII_SUM,8,5.9534541074941005e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,SF,HB4861,8,6.693071863945753e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,HA6562,8,4.956247849186742e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,OIII5006,8,1.567017379458599e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,NII6583,8,1.9470054772914046e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,SII_SUM,8,2.44832436440327e+38,True
pre-peak,log_sigma_star,7.5,7.75,7.625,NSF,HB4861,8,1.7335045193000115e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,HA6562,8,3.509917120364569e+39,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,OIII5006,8,6.37885187867357e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,NII6583,8,9.880962393959038e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,SII_SUM,8,9.917691444366336e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,SF,HB4861,8,1.2272440707834515e+39,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,HA6562,8,6.371409280048827e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,OIII5006,8,1.8834828574246106e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,NII6583,8,2.5512071039694963e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,SII_SUM,8,3.139161237887273e+38,True
pre-peak,log_sigma_star,7.75,8.0,7.875,NSF,HB4861,8,2.2280979267617144e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,HA6562,8,5.371798926186647e+39,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,OIII5006,8,8.899856141137074e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,NII6583,8,1.4962479968199233e+39,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,SII_SUM,8,1.434381960609872e+39,True
pre-peak,log_sigma_star,8.0,8.25,8.125,SF,HB4861,8,1.8782518871401307e+39,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,HA6562,8,9.712314034224487e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,OIII5006,8,2.757230387553964e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,NII6583,8,3.862511658645408e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,SII_SUM,8,4.622022144560758e+38,True
pre-peak,log_sigma_star,8.0,8.25,8.125,NSF,HB4861,8,3.3964926981466888e+38,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,HA6562,8,8.535007056763419e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,OIII5006,8,1.5538433826100902e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,NII6583,8,2.2821409822060286e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,SII_SUM,8,2.145736479284806e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,SF,HB4861,8,2.984268201665528e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,HA6562,8,1.6733399912508318e+39,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,OIII5006,8,5.0793974851423675e+38,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,NII6583,8,6.332960677143958e+38,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,SII_SUM,8,7.48659722086726e+38,True
pre-peak,log_sigma_star,8.25,8.5,8.375,NSF,HB4861,8,5.852143803647814e+38,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,HA6562,7,1.5614181525605382e+40,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,OIII5006,7,3.251291000161925e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,NII6583,7,3.9596236834596294e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,SII_SUM,7,3.473972343587105e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,SF,HB4861,7,5.459504029931945e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,HA6562,6,3.557592149526691e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,OIII5006,6,1.1169751648007082e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,NII6583,6,1.3271943498121344e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,SII_SUM,6,1.3422722214093168e+39,True
pre-peak,log_sigma_star,8.5,8.75,8.625,NSF,HB4861,6,1.2441477556029795e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,HA6562,5,3.5471198359697935e+40,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,OIII5006,5,8.364844868366445e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,NII6583,5,8.733062340303291e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,SII_SUM,5,6.852696529318417e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,SF,HB4861,5,1.2402516908985276e+40,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,HA6562,6,1.2395989880700805e+40,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,OIII5006,6,3.772641183979002e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,NII6583,6,3.639792755169043e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,SII_SUM,6,3.5589324771710605e+39,True
pre-peak,log_sigma_star,8.75,9.0,8.875,NSF,HB4861,6,4.3344087177558805e+39,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,HA6562,5,6.292769005204908e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,OIII5006,5,1.4302915724477928e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,NII6583,5,1.4820171946108363e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,SII_SUM,5,1.149837477624228e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,SF,HB4861,5,2.2002688829387766e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,HA6562,6,3.358974511941171e+40,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,OIII5006,6,9.48854385213476e+39,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,NII6583,6,9.15735424195236e+39,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,SII_SUM,6,7.659530637780718e+39,True
pre-peak,log_sigma_star,9.0,9.25,9.125,NSF,HB4861,6,1.1744667250707477e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,HA6562,5,1.1384681063013634e+41,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,OIII5006,5,3.1649018119740293e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,NII6583,5,2.8041541440272553e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,SII_SUM,5,1.9989460006336076e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,SF,HB4861,5,3.9806577143404267e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,HA6562,6,1.0071714150998867e+41,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,OIII5006,6,3.15240555339323e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,NII6583,6,2.623988841617003e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,SII_SUM,6,1.9173315335647594e+40,True
pre-peak,log_sigma_star,9.25,9.5,9.375,NSF,HB4861,6,3.5215783744751243e+40,True
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,HA6562,3,1.075052477691402e+41,False
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,OIII5006,3,7.862962159160125e+39,False
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,NII6583,3,3.1219020618221847e+40,False
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,SII_SUM,3,1.520085600659123e+40,False
pre-peak,log_sigma_star,9.5,9.75,9.625,SF,HB4861,3,3.7589247471727297e+40,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,HA6562,4,1.2272513347444656e+41,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,OIII5006,4,9.925070246787469e+39,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,NII6583,4,4.937772595171607e+40,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,SII_SUM,4,2.552626980453127e+40,False
pre-peak,log_sigma_star,9.5,9.75,9.625,NSF,HB4861,4,4.291088583022602e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,HA6562,2,1.804116020868928e+41,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,OIII5006,2,2.1153664129958711e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,NII6583,2,6.121787244228704e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,SII_SUM,2,2.632423384045998e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,SF,HB4861,2,6.308097975066175e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,HA6562,3,1.190620575240675e+41,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,OIII5006,3,1.6985336338456266e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,NII6583,3,4.577166197356655e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,SII_SUM,3,2.0621704010447765e+40,False
pre-peak,log_sigma_star,9.75,10.0,9.875,NSF,HB4861,3,4.163009004338019e+40,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,HA6562,0,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,OIII5006,0,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,NII6583,0,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,SF,HB4861,0,,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,HA6562,1,3.163754894979542e+40,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,OIII5006,1,1.2159600053329237e+40,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,NII6583,1,4.251372735432683e+40,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,SII_SUM,1,1.9540931490020153e+40,False
pre-peak,log_sigma_star,10.0,10.25,10.125,NSF,HB4861,1,1.106208005237601e+40,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,HA6562,0,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,OIII5006,0,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,NII6583,0,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,SF,HB4861,0,,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,HA6562,1,8.166474479967886e+40,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,OIII5006,1,2.463635127108913e+40,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,NII6583,1,1.0443460054118318e+41,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,SII_SUM,1,4.557987646673716e+40,False
pre-peak,log_sigma_star,10.25,10.5,10.375,NSF,HB4861,1,2.855410657331425e+40,False
