GALID,stage,variable,bin_left,bin_right,center,N_valid,N_SF,N_ND,N_NSF
NGC4254,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4254,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4254,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4254,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4254,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4254,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4254,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4254,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4254,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4254,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4294,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4294,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4294,pre-peak,log_sigma_star,6.25,6.5,6.375,443,0,0,443
NGC4294,pre-peak,log_sigma_star,6.5,6.75,6.625,1191,184,0,1007
NGC4294,pre-peak,log_sigma_star,6.75,7.0,6.875,17014,4581,3270,9163
NGC4294,pre-peak,log_sigma_star,7.0,7.25,7.125,33403,13082,1238,19083
NGC4294,pre-peak,log_sigma_star,7.25,7.5,7.375,34061,21764,0,12297
NGC4294,pre-peak,log_sigma_star,7.5,7.75,7.625,19830,14606,0,5224
NGC4294,pre-peak,log_sigma_star,7.75,8.0,7.875,11120,8592,0,2528
NGC4294,pre-peak,log_sigma_star,8.0,8.25,8.125,5169,3706,0,1463
NGC4294,pre-peak,log_sigma_star,8.25,8.5,8.375,1180,962,0,218
NGC4294,pre-peak,log_sigma_star,8.5,8.75,8.625,35,35,0,0
NGC4294,pre-peak,log_sigma_star,8.75,9.0,8.875,0,0,0,0
NGC4294,pre-peak,log_sigma_star,9.0,9.25,9.125,0,0,0,0
NGC4294,pre-peak,log_sigma_star,9.25,9.5,9.375,0,0,0,0
NGC4294,pre-peak,log_sigma_star,9.5,9.75,9.625,0,0,0,0
NGC4294,pre-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4294,pre-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4294,pre-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4294,pre-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4294,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4294,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4294,pre-peak,radius_re,0.0,0.25,0.125,1881,1362,0,519
NGC4294,pre-peak,radius_re,0.25,0.5,0.375,5636,4076,0,1560
NGC4294,pre-peak,radius_re,0.5,0.75,0.625,9376,6919,0,2457
NGC4294,pre-peak,radius_re,0.75,1.0,0.875,13138,9017,0,4121
NGC4294,pre-peak,radius_re,1.0,1.25,1.125,16858,11387,0,5471
NGC4294,pre-peak,radius_re,1.25,1.5,1.375,20413,14529,0,5884
NGC4294,pre-peak,radius_re,1.5,1.75,1.625,22827,12395,346,10086
NGC4294,pre-peak,radius_re,1.75,2.0,1.875,18885,5618,1361,11906
NGC4294,pre-peak,radius_re,2.0,2.25,2.125,10036,1707,1369,6960
NGC4294,pre-peak,radius_re,2.25,2.5,2.375,3693,502,809,2382
NGC4294,pre-peak,radius_re,2.5,2.75,2.625,703,0,623,80
NGC4294,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4294,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4294,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4294,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4294,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4294,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4294,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4294,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4294,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4294,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4294,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4294,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4294,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4294,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4294,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4294,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4294,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4294,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4294,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4294,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4294,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4321,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4321,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4321,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4321,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4321,pre-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4321,pre-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4321,pre-peak,log_sigma_star,7.25,7.5,7.375,8598,5382,1996,1220
NGC4321,pre-peak,log_sigma_star,7.5,7.75,7.625,92263,44272,19778,28213
NGC4321,pre-peak,log_sigma_star,7.75,8.0,7.875,263425,129942,39748,93735
NGC4321,pre-peak,log_sigma_star,8.0,8.25,8.125,253422,136360,15520,101542
NGC4321,pre-peak,log_sigma_star,8.25,8.5,8.375,118342,47157,6289,64896
NGC4321,pre-peak,log_sigma_star,8.5,8.75,8.625,34093,5022,1377,27694
NGC4321,pre-peak,log_sigma_star,8.75,9.0,8.875,12741,3471,69,9201
NGC4321,pre-peak,log_sigma_star,9.0,9.25,9.125,3598,2296,0,1302
NGC4321,pre-peak,log_sigma_star,9.25,9.5,9.375,1895,1221,0,674
NGC4321,pre-peak,log_sigma_star,9.5,9.75,9.625,838,173,0,665
NGC4321,pre-peak,log_sigma_star,9.75,10.0,9.875,326,6,0,320
NGC4321,pre-peak,log_sigma_star,10.0,10.25,10.125,131,0,0,131
NGC4321,pre-peak,log_sigma_star,10.25,10.5,10.375,50,0,0,50
NGC4321,pre-peak,log_sigma_star,10.5,10.75,10.625,11,0,0,11
NGC4321,pre-peak,log_sigma_star,10.75,11.0,10.875,1,0,0,1
NGC4321,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4321,pre-peak,radius_re,0.0,0.25,0.125,52356,11794,790,39772
NGC4321,pre-peak,radius_re,0.25,0.5,0.375,154502,52354,10858,91290
NGC4321,pre-peak,radius_re,0.5,0.75,0.625,242934,137175,13710,92049
NGC4321,pre-peak,radius_re,0.75,1.0,0.875,243194,110950,51484,80760
NGC4321,pre-peak,radius_re,1.0,1.25,1.125,87436,55833,6762,24841
NGC4321,pre-peak,radius_re,1.25,1.5,1.375,9312,7196,1173,943
NGC4321,pre-peak,radius_re,1.5,1.75,1.625,0,0,0,0
NGC4321,pre-peak,radius_re,1.75,2.0,1.875,0,0,0,0
NGC4321,pre-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4321,pre-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4321,pre-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4321,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4321,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4321,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4321,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4321,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4321,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4321,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4321,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4321,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4321,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4321,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4321,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4321,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4321,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4321,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4321,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4321,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4321,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4321,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4321,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4321,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4351,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4351,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4351,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4351,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4351,pre-peak,log_sigma_star,6.75,7.0,6.875,1550,0,1550,0
NGC4351,pre-peak,log_sigma_star,7.0,7.25,7.125,4306,801,3243,262
NGC4351,pre-peak,log_sigma_star,7.25,7.5,7.375,18021,2384,13336,2301
NGC4351,pre-peak,log_sigma_star,7.5,7.75,7.625,31195,10174,13218,7803
NGC4351,pre-peak,log_sigma_star,7.75,8.0,7.875,14261,8650,522,5089
NGC4351,pre-peak,log_sigma_star,8.0,8.25,8.125,6066,4943,0,1123
NGC4351,pre-peak,log_sigma_star,8.25,8.5,8.375,2483,2381,0,102
NGC4351,pre-peak,log_sigma_star,8.5,8.75,8.625,397,395,0,2
NGC4351,pre-peak,log_sigma_star,8.75,9.0,8.875,3,3,0,0
NGC4351,pre-peak,log_sigma_star,9.0,9.25,9.125,0,0,0,0
NGC4351,pre-peak,log_sigma_star,9.25,9.5,9.375,0,0,0,0
NGC4351,pre-peak,log_sigma_star,9.5,9.75,9.625,0,0,0,0
NGC4351,pre-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4351,pre-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4351,pre-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4351,pre-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4351,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4351,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4351,pre-peak,radius_re,0.0,0.25,0.125,2859,2767,0,92
NGC4351,pre-peak,radius_re,0.25,0.5,0.375,8568,6855,0,1713
NGC4351,pre-peak,radius_re,0.5,0.75,0.625,14282,7682,630,5970
NGC4351,pre-peak,radius_re,0.75,1.0,0.875,18588,7787,5188,5613
NGC4351,pre-peak,radius_re,1.0,1.25,1.125,20446,2948,14498,3000
NGC4351,pre-peak,radius_re,1.25,1.5,1.375,10896,1670,8932,294
NGC4351,pre-peak,radius_re,1.5,1.75,1.625,2577,22,2555,0
NGC4351,pre-peak,radius_re,1.75,2.0,1.875,66,0,66,0
NGC4351,pre-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4351,pre-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4351,pre-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4351,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4351,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4351,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4351,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4351,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4351,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4351,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4351,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4351,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4351,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4351,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4351,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4351,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4351,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4351,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4351,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4351,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4351,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4351,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4351,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4351,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4383,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4383,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4383,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4383,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4383,pre-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4383,pre-peak,log_sigma_star,7.0,7.25,7.125,611,0,0,611
NGC4383,pre-peak,log_sigma_star,7.25,7.5,7.375,6239,856,0,5383
NGC4383,pre-peak,log_sigma_star,7.5,7.75,7.625,13446,1800,0,11646
NGC4383,pre-peak,log_sigma_star,7.75,8.0,7.875,12508,2696,0,9812
NGC4383,pre-peak,log_sigma_star,8.0,8.25,8.125,7799,2904,0,4895
NGC4383,pre-peak,log_sigma_star,8.25,8.5,8.375,4865,2528,0,2337
NGC4383,pre-peak,log_sigma_star,8.5,8.75,8.625,3109,1971,0,1138
NGC4383,pre-peak,log_sigma_star,8.75,9.0,8.875,2024,1262,0,762
NGC4383,pre-peak,log_sigma_star,9.0,9.25,9.125,819,446,0,373
NGC4383,pre-peak,log_sigma_star,9.25,9.5,9.375,120,56,0,64
NGC4383,pre-peak,log_sigma_star,9.5,9.75,9.625,9,2,0,7
NGC4383,pre-peak,log_sigma_star,9.75,10.0,9.875,0,0,0,0
NGC4383,pre-peak,log_sigma_star,10.0,10.25,10.125,0,0,0,0
NGC4383,pre-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4383,pre-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4383,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4383,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4383,pre-peak,radius_re,0.0,0.25,0.125,532,322,0,210
NGC4383,pre-peak,radius_re,0.25,0.5,0.375,1607,996,0,611
NGC4383,pre-peak,radius_re,0.5,0.75,0.625,2678,1554,0,1124
NGC4383,pre-peak,radius_re,0.75,1.0,0.875,3726,2087,0,1639
NGC4383,pre-peak,radius_re,1.0,1.25,1.125,4802,2275,0,2527
NGC4383,pre-peak,radius_re,1.25,1.5,1.375,5879,2096,0,3783
NGC4383,pre-peak,radius_re,1.5,1.75,1.625,6899,2106,0,4793
NGC4383,pre-peak,radius_re,1.75,2.0,1.875,7741,1725,0,6016
NGC4383,pre-peak,radius_re,2.0,2.25,2.125,7963,784,0,7179
NGC4383,pre-peak,radius_re,2.25,2.5,2.375,6332,498,0,5834
NGC4383,pre-peak,radius_re,2.5,2.75,2.625,2670,78,0,2592
NGC4383,pre-peak,radius_re,2.75,3.0,2.875,695,0,0,695
NGC4383,pre-peak,radius_re,3.0,3.25,3.125,25,0,0,25
NGC4383,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4383,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4383,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4383,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4383,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4383,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4383,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4383,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4383,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4383,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4383,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4383,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4383,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4383,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4383,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4383,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4383,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4383,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4383,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4535,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4535,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4535,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4535,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4535,pre-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4535,pre-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4535,pre-peak,log_sigma_star,7.25,7.5,7.375,3153,1485,1168,500
NGC4535,pre-peak,log_sigma_star,7.5,7.75,7.625,43615,18114,13926,11575
NGC4535,pre-peak,log_sigma_star,7.75,8.0,7.875,168412,71253,39724,57435
NGC4535,pre-peak,log_sigma_star,8.0,8.25,8.125,176352,58650,42612,75090
NGC4535,pre-peak,log_sigma_star,8.25,8.5,8.375,55676,14379,11417,29880
NGC4535,pre-peak,log_sigma_star,8.5,8.75,8.625,19007,2393,1565,15049
NGC4535,pre-peak,log_sigma_star,8.75,9.0,8.875,5173,291,55,4827
NGC4535,pre-peak,log_sigma_star,9.0,9.25,9.125,1909,185,0,1724
NGC4535,pre-peak,log_sigma_star,9.25,9.5,9.375,556,151,0,405
NGC4535,pre-peak,log_sigma_star,9.5,9.75,9.625,134,13,0,121
NGC4535,pre-peak,log_sigma_star,9.75,10.0,9.875,36,0,0,36
NGC4535,pre-peak,log_sigma_star,10.0,10.25,10.125,4,0,0,4
NGC4535,pre-peak,log_sigma_star,10.25,10.5,10.375,0,0,0,0
NGC4535,pre-peak,log_sigma_star,10.5,10.75,10.625,0,0,0,0
NGC4535,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4535,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4535,pre-peak,radius_re,0.0,0.25,0.125,18508,1088,457,16963
NGC4535,pre-peak,radius_re,0.25,0.5,0.375,55431,5166,18463,31802
NGC4535,pre-peak,radius_re,0.5,0.75,0.625,91386,22225,22434,46727
NGC4535,pre-peak,radius_re,0.75,1.0,0.875,120798,35669,30433,54696
NGC4535,pre-peak,radius_re,1.0,1.25,1.125,115042,58030,23673,33339
NGC4535,pre-peak,radius_re,1.25,1.5,1.375,58238,40619,7251,10368
NGC4535,pre-peak,radius_re,1.5,1.75,1.625,13877,3780,7346,2751
NGC4535,pre-peak,radius_re,1.75,2.0,1.875,747,337,410,0
NGC4535,pre-peak,radius_re,2.0,2.25,2.125,0,0,0,0
NGC4535,pre-peak,radius_re,2.25,2.5,2.375,0,0,0,0
NGC4535,pre-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4535,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4535,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4535,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4535,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4535,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4535,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4535,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4535,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4535,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4535,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4535,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4535,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4535,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4535,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4535,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4535,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4535,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4535,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4535,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4535,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4535,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,5.75,6.0,5.875,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,6.0,6.25,6.125,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,6.25,6.5,6.375,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,6.5,6.75,6.625,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,6.75,7.0,6.875,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,7.0,7.25,7.125,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,7.25,7.5,7.375,8614,0,8614,0
NGC4567_8,pre-peak,log_sigma_star,7.5,7.75,7.625,36078,4145,27874,4059
NGC4567_8,pre-peak,log_sigma_star,7.75,8.0,7.875,88255,29315,44224,14716
NGC4567_8,pre-peak,log_sigma_star,8.0,8.25,8.125,100400,51144,22198,27058
NGC4567_8,pre-peak,log_sigma_star,8.25,8.5,8.375,102174,62777,3891,35506
NGC4567_8,pre-peak,log_sigma_star,8.5,8.75,8.625,58704,44296,146,14262
NGC4567_8,pre-peak,log_sigma_star,8.75,9.0,8.875,22393,20184,0,2209
NGC4567_8,pre-peak,log_sigma_star,9.0,9.25,9.125,7971,7065,0,906
NGC4567_8,pre-peak,log_sigma_star,9.25,9.5,9.375,2035,1074,0,961
NGC4567_8,pre-peak,log_sigma_star,9.5,9.75,9.625,606,162,0,444
NGC4567_8,pre-peak,log_sigma_star,9.75,10.0,9.875,199,58,0,141
NGC4567_8,pre-peak,log_sigma_star,10.0,10.25,10.125,40,19,0,21
NGC4567_8,pre-peak,log_sigma_star,10.25,10.5,10.375,15,2,0,13
NGC4567_8,pre-peak,log_sigma_star,10.5,10.75,10.625,1,0,0,1
NGC4567_8,pre-peak,log_sigma_star,10.75,11.0,10.875,0,0,0,0
NGC4567_8,pre-peak,log_sigma_star,11.0,11.25,11.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,0.0,0.25,0.125,14843,11683,0,3160
NGC4567_8,pre-peak,radius_re,0.25,0.5,0.375,44507,37315,18,7174
NGC4567_8,pre-peak,radius_re,0.5,0.75,0.625,74147,55437,211,18499
NGC4567_8,pre-peak,radius_re,0.75,1.0,0.875,98669,52224,17466,28979
NGC4567_8,pre-peak,radius_re,1.0,1.25,1.125,81987,29202,29640,23145
NGC4567_8,pre-peak,radius_re,1.25,1.5,1.375,54476,20458,20755,13263
NGC4567_8,pre-peak,radius_re,1.5,1.75,1.625,35584,10042,21664,3878
NGC4567_8,pre-peak,radius_re,1.75,2.0,1.875,18412,3234,13173,2005
NGC4567_8,pre-peak,radius_re,2.0,2.25,2.125,4265,646,3425,194
NGC4567_8,pre-peak,radius_re,2.25,2.5,2.375,595,0,595,0
NGC4567_8,pre-peak,radius_re,2.5,2.75,2.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,2.75,3.0,2.875,0,0,0,0
NGC4567_8,pre-peak,radius_re,3.0,3.25,3.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,3.25,3.5,3.375,0,0,0,0
NGC4567_8,pre-peak,radius_re,3.5,3.75,3.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,3.75,4.0,3.875,0,0,0,0
NGC4567_8,pre-peak,radius_re,4.0,4.25,4.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,4.25,4.5,4.375,0,0,0,0
NGC4567_8,pre-peak,radius_re,4.5,4.75,4.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,4.75,5.0,4.875,0,0,0,0
NGC4567_8,pre-peak,radius_re,5.0,5.25,5.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,5.25,5.5,5.375,0,0,0,0
NGC4567_8,pre-peak,radius_re,5.5,5.75,5.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,5.75,6.0,5.875,0,0,0,0
NGC4567_8,pre-peak,radius_re,6.0,6.25,6.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,6.25,6.5,6.375,0,0,0,0
NGC4567_8,pre-peak,radius_re,6.5,6.75,6.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,6.75,7.0,6.875,0,0,0,0
NGC4567_8,pre-peak,radius_re,7.0,7.25,7.125,0,0,0,0
NGC4567_8,pre-peak,radius_re,7.25,7.5,7.375,0,0,0,0
NGC4567_8,pre-peak,radius_re,7.5,7.75,7.625,0,0,0,0
NGC4567_8,pre-peak,radius_re,7.75,8.0,7.875,0,0,0,0
